strain.code,temp,rate.min,domain,kingdom,phylum,binomial.name,aero,trophy
564,29,0.006874213,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
564,37,0.007093794,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
564,37,0.008069826,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
564,37,0.008081386,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
564,40,0.004894765,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
564,40,0.005057754,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
564,40,0.005399088,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
564,42,0.003386825,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
564,42,0.003797874,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
564,42,0.00438854,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,8,0.000362171,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,8,0.000362589,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,8,0.000383213,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,10,0.000418775,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,10,0.000814867,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,10,0.000844358,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,14,0.001381883,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,14,0.001391542,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,14,0.001436232,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,22,0.00326148,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,22,0.003416325,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,22,0.003438594,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,29,0.004486522,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,29,0.004548848,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,29,0.0046149,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,33,0.004971609,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,33,0.005189394,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,33,0.005270754,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,37,0.004780865,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,37,0.004793439,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,37,0.006793648,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,40,0.002605106,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,40,0.002946635,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,40,0.003018331,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,42,0.001280981,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,42,0.001333333,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
565,42,0.001887748,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,4,8.33E-06,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,4,1.00E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,4,1.00E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,10,0.000622298,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,10,0.000725209,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,10,0.00097935,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,14,0.001458674,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,14,0.001489418,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,14,0.001529766,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,22,0.003069478,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,22,0.003202605,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,22,0.003346592,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,29,0.003771805,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,29,0.00377246,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,29,0.003904033,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,33,0.004209775,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,33,0.004777343,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,33,0.004988644,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,40,0.002766667,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,40,0.0033,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
566,40,0.003383333,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,4,1.83E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,4,2.17E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,4,2.50E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,10,0.000737969,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,10,0.000790301,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,10,0.000798579,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,14,0.001959836,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,14,0.001971699,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,14,0.002002771,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,22,0.004186568,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,22,0.004196331,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,22,0.004353723,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,29,0.004958342,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,29,0.005171572,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,29,0.005359746,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,33,0.006386308,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,33,0.00644792,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,33,0.006608443,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,40,0.003830719,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,40,0.003901833,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,40,0.003994653,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,42,0.002012667,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,42,0.002411631,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
567,42,0.002635299,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,4,2.67E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,4,2.67E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,4,2.67E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,8,0.000476876,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,8,0.000488745,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,8,0.000497735,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,10,0.000741249,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,10,0.000757442,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,10,0.000802634,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,14,0.002115687,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,14,0.002148299,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,14,0.002210688,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,22,0.00470431,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,22,0.004991853,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,22,0.005229647,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,29,0.00577562,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,29,0.006113499,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,29,0.006187952,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,33,0.005730936,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,33,0.005860213,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,33,0.006129715,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,37,0.00630163,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,37,0.006499229,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,37,0.007137072,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,40,0.002490211,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,40,0.002739412,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,40,0.003049837,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,42,0.001666667,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,42,0.001703443,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
568,42,0.002368309,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,4,2.33E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,4,2.33E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,4,3.00E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,10,0.000658571,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,10,0.000683176,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,10,0.000687662,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,14,0.001994644,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,14,0.002034893,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,14,0.002247366,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,22,0.004023869,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,22,0.004245817,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,22,0.004498674,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,29,0.004987798,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,29,0.00509358,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,29,0.005263016,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,33,0.00613142,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,33,0.00685002,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,33,0.007623582,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,40,0.0034363,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,40,0.003837132,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,40,0.005035311,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,42,0.002375291,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,42,0.002505211,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
569,42,0.002825389,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,4,3.50E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,4,3.83E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,4,3.83E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,10,0.000903483,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,10,0.000928392,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,10,0.000951433,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,14,0.002504532,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,14,0.002537015,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,14,0.002538968,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,22,0.004302771,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,22,0.004427476,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,22,0.004837386,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,29,0.005928251,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,29,0.005975118,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,29,0.005986579,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,33,0.005682761,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,33,0.006666667,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,33,0.007735043,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,40,0.004178322,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,40,0.004186995,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,40,0.004377228,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,42,0.003264654,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,42,0.003371434,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
570,42,0.00422259,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,4,3.50E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,4,3.67E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,4,4.00E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,8,0.000569527,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,8,0.000579131,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,8,0.000678179,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,10,0.000925434,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,10,0.000942051,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,10,0.000943462,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,14,0.002271875,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,14,0.002322938,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,14,0.002757565,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,22,0.004436077,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,22,0.005094511,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,22,0.005266797,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,29,0.006065954,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,29,0.006251091,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,29,0.009348346,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,33,0.006586429,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,33,0.007301586,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,33,0.00744158,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,37,0.006820299,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,37,0.006943699,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,37,0.007429491,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,40,0.003483569,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,40,0.00348481,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,40,0.003710366,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,42,0.00225,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,42,0.002467252,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
571,42,0.0025,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,4,2.17E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,4,2.17E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,4,2.17E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,8,0.000550502,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,8,0.000640211,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,8,0.00068321,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,10,0.000812557,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,10,0.000850213,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,10,0.000951555,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,14,0.002213821,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,14,0.002251094,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,14,0.002471464,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,22,0.004214356,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,22,0.004333608,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,22,0.00496399,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,29,0.005046682,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,29,0.005140899,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,29,0.0051866,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,33,0.005662806,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,33,0.005700369,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,33,0.005740632,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,37,0.006799359,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,37,0.007490836,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,37,0.007912045,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,40,0.004231325,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,40,0.004441657,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,40,0.005292738,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,42,0.003823841,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,42,0.003833333,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
572,42,0.00398458,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,4,3.72E-05,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,4,0.000199929,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,4,0.000274437,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,10,0.000929236,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,10,0.000988665,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,10,0.001038199,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,14,0.002566631,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,14,0.002677437,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,14,0.002789318,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,22,0.004275548,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,22,0.004476098,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,22,0.005184611,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,29,0.005553538,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,29,0.005750526,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,29,0.005965843,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,33,0.006046462,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,33,0.006829151,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,33,0.007176865,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,40,0.003864919,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,40,0.004868176,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,40,0.005035311,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,42,0.003354855,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,42,0.003932957,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
573,42,0.004669057,Eukarya,Fungi,Ascomycota,Saccharomyces cerevisiae,FA,H
574,4,0.000131172,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,4,0.000134035,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,4,0.000137897,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,8,0.000626525,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,8,0.000650158,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,8,0.000731443,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,10,0.000847427,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,10,0.000872652,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,10,0.0009267,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,14,0.001836341,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,14,0.001853913,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,14,0.001869798,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,22,0.003478556,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,22,0.003521916,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,22,0.003575737,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,29,0.002646174,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,29,0.002696468,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,29,0.002739396,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,33,0.001310763,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,33,0.001388306,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
574,33,0.001426981,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,4,0.000142329,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,4,0.000147412,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,4,0.000149099,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,8,0.000780085,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,8,0.000914301,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,8,0.000976068,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,10,0.001201963,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,10,0.001210447,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,10,0.001272847,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,14,0.002815542,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,14,0.002842059,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,14,0.002927554,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,22,0.004646412,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,22,0.004837547,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,22,0.004867353,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,29,0.004032417,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,29,0.004478445,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,29,0.004499238,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,33,0.002127076,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,33,0.002185806,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
575,33,0.002579798,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
576,4,0.00011254,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
576,4,0.000127293,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
576,4,0.000140665,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
576,8,0.00078043,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
576,8,0.000797995,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
576,8,0.00097826,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
576,10,0.001090046,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
576,10,0.001156721,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
576,10,0.001338472,Eukarya,Fungi,Ascomycota,Saccharomyces kudriavzevii,FA,H
